HIP,RAdeg,DEdeg,Vmag,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,B-V,e_B-V,V-I,BTmag,VTmag,Hpmag,SpType,VarFlag,MultFlag,distance_pc,Abs_Vmag,logL_solar,Teff_K
19316,349.804864,20.235159,8.71,21.49,1.55,-43.97,-54.68,0.45,0.76,1.52,0.021,1.645,10.022,8.852,8.556,,,,46.5,5.371,-0.2164,3764.0
19317,333.587412,-2.505317,10.92,14.71,1.01,23.46,-14.43,0.33,1.09,1.721,0.013,1.861,12.386,11.064,10.742,M0 V,,G,68.0,6.758,-0.7712,3489.0
19318,302.952118,14.000595,6.63,3.45,0.36,26.28,42.03,1.58,2.13,0.56,0.006,0.745,7.115,6.698,6.585,G2 V,,,289.9,-0.681,2.2044,6129.0
19319,11.574921,-19.497689,8.01,3.29,1.46,7.24,-44.62,1.28,0.79,1.532,0.011,1.515,9.363,8.138,7.861,M7 V,,G,304.0,0.596,1.6936,3746.0
19320,299.742663,22.164487,10.46,16.43,1.11,9.67,59.52,0.46,0.42,0.242,0.01,0.238,10.656,10.494,10.428,,D,,60.9,6.538,-0.6832,7852.0
19321,257.272522,-25.070528,7.11,2.56,1.02,30.1,-39.3,1.26,0.42,0.238,0.013,0.26,7.317,7.113,7.095,,,,390.6,-0.849,2.2716,7880.0
19322,143.822475,-46.334126,7.98,4.31,2.25,84.58,-12.41,1.51,1.21,1.616,0.033,1.835,9.347,8.119,7.793,,,,232.0,1.152,1.4712,3627.0
19323,95.11921,-57.817729,9.03,13.51,0.98,-25.29,-70.72,1.39,1.38,0.088,0.011,0.095,9.122,9.053,9.033,,,C,74.0,4.683,0.0588,9145.0
19324,249.828496,58.58412,6.82,15.86,0.72,77.71,-36.29,0.56,0.3,1.434,0.01,1.604,8.034,6.955,6.671,M0 Ib,,,63.1,2.822,0.8032,3896.0
19325,64.613803,-35.055366,4.91,7.8,0.83,69.48,4.05,1.39,1.13,0.599,0.016,0.66,5.402,4.957,4.848,,,V,128.2,-0.63,2.184,5971.0
19326,323.683476,41.095401,8.58,16.16,0.58,-2.45,-18.48,1.08,0.63,1.54,0.003,1.68,9.88,8.725,8.441,M2 V,,,61.9,4.622,0.0832,3734.0
19327,303.967609,-9.965517,7.72,2.3,1.65,15.46,-19.31,0.9,1.01,1.355,0.017,1.479,8.842,7.857,7.603,M3 V,,G,434.8,-0.471,2.1204,4025.0
19328,41.91456,40.595868,7.13,2.0,0.44,-16.42,-16.97,1.59,1.16,0.914,0.026,1.058,7.95,7.22,7.035,K1 V,,V,500.0,-1.365,2.478,4959.0
19329,22.997272,2.973437,9.51,29.16,1.91,-51.36,-24.54,0.3,1.76,1.332,0.022,1.422,10.61,9.656,9.37,,,,34.3,6.834,-0.8016,4065.0
19330,313.900357,-31.369496,6.05,10.28,0.75,151.46,26.91,1.12,0.73,1.409,0.022,1.51,7.229,6.187,5.893,,,,97.3,1.11,1.488,3936.0
19331,158.474705,-59.746705,6.67,19.78,1.32,27.66,-42.24,1.65,1.41,0.491,0.008,0.575,7.109,6.717,6.608,,,G,50.6,3.151,0.6716,6430.0
19332,200.635355,52.999536,7.56,3.17,0.88,57.33,7.31,0.92,1.79,1.334,0.012,1.466,8.707,7.645,7.424,M7 V,,C,315.5,0.065,1.906,4062.0
19333,302.104924,-3.813186,8.58,44.59,0.51,78.55,-41.17,0.91,1.39,0.663,0.014,0.75,9.116,8.652,8.53,,,,22.4,6.826,-0.7984,5731.0
19334,75.214457,23.791252,9.29,2.51,2.46,-28.0,63.19,0.36,1.18,1.344,0.011,1.527,10.405,9.418,9.137,M3 V,,,398.4,1.288,1.4168,4044.0
19335,278.650293,6.25577,11.23,2.38,0.78,-69.19,-2.46,1.33,0.97,0.31,0.022,0.294,11.504,11.252,11.195,,,,420.2,3.113,0.6868,7399.0
19336,338.485167,10.55304,7.14,3.43,0.89,-51.52,32.91,0.77,0.46,1.638,0.011,1.813,8.551,7.283,6.96,,,,291.5,-0.184,2.0056,3597.0
19337,269.498653,-34.577293,9.22,44.11,1.36,-4.65,56.52,1.91,1.48,0.908,0.025,1.055,10.013,9.312,9.13,K0 V,,,22.7,7.443,-1.0452,4975.0
19338,214.180937,9.749258,10.97,0.67,0.84,4.77,-67.2,0.79,1.43,1.666,0.015,1.826,12.351,11.126,10.807,,,O,1492.5,0.1,1.892,3560.0
19339,266.450039,-9.331549,5.68,1.09,1.34,-84.09,-54.79,1.72,1.33,1.523,0.021,1.691,6.907,5.823,5.535,M4 IV,D,,917.4,-4.133,3.5852,3759.0
19340,166.603436,35.316281,5.83,68.26,0.24,41.24,100.81,0.65,0.82,0.41,0.021,0.355,6.174,5.866,5.786,,S,O,14.6,5.001,-0.0684,6827.0
19341,241.683597,-24.30059,8.45,13.34,0.81,71.59,98.83,2.11,2.67,1.597,0.039,1.84,9.832,8.605,8.283,M9 V,,,75.0,4.076,0.3016,3653.0
19342,238.719231,-4.030414,9.3,10.44,1.27,-8.31,-1.84,0.5,0.78,1.579,0.003,1.753,10.635,9.432,9.156,M3 V,C,,95.8,4.394,0.1744,3678.0
19343,344.9585,9.913521,9.44,6.43,1.5,-65.95,60.06,1.29,1.21,0.238,0.002,0.32,9.631,9.443,9.428,,S,C,155.5,3.481,0.5396,7880.0
19344,317.976625,31.214096,6.3,26.87,0.39,-148.61,-1.32,1.22,1.63,1.063,0.013,1.121,7.248,6.387,6.178,,,,37.2,3.446,0.5536,4596.0
19345,224.76804,-63.360258,5.2,0.14,0.2,72.59,-115.52,1.55,1.46,1.574,0.028,1.693,6.535,5.326,5.052,,,,7142.9,,,3685.0
19346,287.320714,-47.86886,10.57,9.66,0.2,-1.3,49.89,0.82,1.24,1.616,0.005,1.797,11.941,10.696,10.405,M1 IV,,,103.5,5.495,-0.266,3627.0
19347,301.274533,-15.867973,6.95,8.0,1.75,4.36,78.02,1.97,1.93,1.39,0.011,1.503,8.163,7.08,6.826,,,,125.0,1.465,1.346,3967.0
19348,53.812055,16.906114,6.96,7.0,0.81,-86.29,20.35,1.27,1.44,1.454,0.026,1.671,8.159,7.097,6.817,,M,,142.9,1.185,1.458,3864.0
19349,326.158594,31.674287,6.51,0.19,0.57,74.64,-51.06,2.36,1.84,1.083,0.023,1.208,7.413,6.613,6.4,K8 V,D,,5263.2,,,4552.0
19350,161.53464,-45.229696,7.44,9.86,0.2,-25.95,39.18,2.2,1.15,1.476,0.005,1.614,8.709,7.58,7.302,,,,101.4,2.409,0.9684,3830.0
19351,66.384028,38.117147,9.64,9.92,1.9,2.44,49.53,1.1,1.38,1.731,0.016,1.875,11.133,9.798,9.462,,,,100.8,4.623,0.0828,3476.0
19352,18.396395,0.60003,9.83,3.86,1.58,-27.15,19.22,1.22,0.82,1.296,0.007,1.411,10.91,9.938,9.699,M7 V,,,259.1,2.763,0.8268,4129.0
19353,308.356306,-28.356278,8.49,7.32,0.32,-35.04,73.29,1.29,2.09,1.478,0.01,1.644,9.709,8.61,8.335,M3 V,,,136.6,2.813,0.8068,3827.0
19354,318.132696,17.995816,2.84,12.03,0.2,9.17,-20.29,1.57,1.39,1.47,0.007,1.641,4.082,2.964,2.692,,,,83.1,-1.759,2.6356,3839.0
19355,277.702496,-49.478044,10.37,14.34,1.36,35.54,-7.86,0.69,0.81,1.344,0.009,1.435,11.505,10.48,10.244,,,,69.7,6.153,-0.5292,4044.0
19356,274.087394,-69.369164,8.63,14.97,0.25,1.23,88.82,0.82,0.71,1.449,0.018,1.588,9.865,8.755,8.484,M0 V,,,66.8,4.506,0.1296,3872.0
19357,29.974001,60.843962,10.11,14.57,1.01,43.38,2.65,1.37,0.59,0.645,0.015,0.695,10.656,10.169,10.036,,,,68.6,5.927,-0.4388,5797.0
19358,66.996579,32.575497,9.96,2.17,0.59,-34.4,-35.58,0.78,0.75,1.704,0.017,1.941,11.392,10.13,9.791,M2 V,,,460.8,1.642,1.2752,3510.0
19359,207.841195,-14.792832,7.02,5.74,0.87,-31.05,-0.28,0.79,0.3,1.071,0.024,1.134,7.938,7.105,6.905,K2 V,,,174.2,0.815,1.606,4578.0
19360,84.042558,-39.511105,7.98,15.31,0.2,161.13,-12.26,1.3,1.12,0.378,0.028,0.435,8.3,8.021,7.942,,,,65.3,3.905,0.37,7000.0
19361,171.978368,-51.573477,10.9,0.81,1.33,5.04,112.73,1.85,1.94,0.271,0.013,0.396,11.116,10.899,10.87,F0 Ib,,,1234.6,0.442,1.7552,7651.0
19362,240.040822,32.89761,9.4,3.23,0.76,-36.63,50.65,1.7,1.28,1.685,0.009,1.874,10.848,9.545,9.257,M4 III,,,309.6,1.946,1.1536,3535.0
19363,245.245058,-31.636263,9.0,5.96,1.31,96.2,27.33,1.51,1.24,1.259,0.016,1.399,10.088,9.106,8.886,M6 V,M,O,167.8,2.876,0.7816,4196.0
19364,178.541403,35.491679,6.97,33.5,0.81,-56.15,-20.56,1.25,1.59,0.539,0.005,0.653,7.452,7.018,6.905,,,,29.9,4.595,0.094,6217.0
19365,175.181793,7.988472,9.36,4.81,0.77,4.95,23.14,1.09,1.83,0.456,0.011,0.466,9.754,9.396,9.32,F3 V,,,207.9,2.771,0.8236,6595.0
19366,3.614467,-74.45059,10.07,1.46,1.07,22.16,-38.2,1.42,0.3,1.368,0.013,1.509,11.249,10.204,9.931,M2 V,,,684.9,0.892,1.5752,4003.0
19367,21.616399,56.399831,6.62,14.11,0.65,94.92,-3.3,2.03,1.24,1.784,0.019,1.964,8.154,6.771,6.444,M0 V,,,70.9,2.368,0.9848,3411.0
19368,242.536873,-55.545638,6.08,1.31,1.01,-23.7,-39.67,0.84,1.2,0.46,0.028,0.518,6.439,6.108,6.032,F2 V,,,763.4,-3.334,3.2656,6576.0
19369,125.091086,68.658394,6.93,5.92,0.73,-31.13,-42.7,0.44,0.97,1.379,0.013,1.532,8.12,7.056,6.799,M2 V,,,168.9,0.792,1.6152,3985.0
19370,66.99531,42.635669,7.89,7.22,1.49,24.03,83.8,1.55,1.38,1.36,0.025,1.47,9.025,8.005,7.755,M6 V,,,138.5,2.183,1.0588,4017.0
19371,155.902959,33.287682,9.74,4.46,1.13,13.42,5.08,1.38,0.84,0.319,0.012,0.468,10.018,9.782,9.703,G2 V,,,224.2,2.987,0.7372,7343.0
19372,301.705733,21.237465,5.85,10.79,0.83,3.2,12.63,1.18,2.57,1.475,0.014,1.626,7.096,5.985,5.694,M8 V,,,92.7,1.015,1.526,3832.0
19373,167.802183,22.833921,7.52,12.47,1.51,10.15,-51.0,1.42,0.3,1.659,0.01,1.684,8.899,7.668,7.356,M8 V,,,80.2,2.999,0.7324,3569.0
19374,265.375323,5.179271,5.48,14.04,0.96,114.57,46.59,0.96,0.85,1.51,0.016,1.688,6.751,5.625,5.342,,,V,71.2,1.217,1.4452,3779.0
19375,136.055357,30.419148,7.85,8.15,1.06,-25.49,6.46,0.3,1.99,1.507,0.012,1.613,9.108,7.991,7.699,,,,122.7,2.406,0.9696,3783.0
19376,291.498253,27.574235,10.64,5.8,0.88,-8.6,-50.44,1.36,1.39,1.066,0.005,1.208,11.554,10.72,10.548,K4 V,,,172.4,4.457,0.1492,4590.0
19377,243.45526,-50.5125,8.81,6.66,0.91,-62.64,-0.64,1.33,0.61,1.62,0.026,1.674,10.215,8.966,8.645,,,,150.2,2.927,0.7612,3622.0
19378,325.484541,-7.017165,10.29,2.04,0.85,14.08,31.99,1.11,0.58,1.03,0.011,1.113,11.182,10.383,10.181,K3 V,,O,490.2,1.838,1.1968,4672.0
19379,135.962814,25.355854,5.95,2.98,0.59,66.53,114.46,0.57,0.55,0.273,0.013,0.263,6.195,5.971,5.926,,,,335.6,-1.679,2.6036,7638.0
19380,228.275456,21.967678,7.69,8.21,0.87,30.78,-16.04,1.8,1.67,1.544,0.019,1.714,9.014,7.831,7.545,,D,O,121.8,2.262,1.0272,3729.0
19381,219.005426,-7.820556,5.49,1.06,0.97,-48.93,-24.63,2.3,1.88,1.55,0.008,1.772,6.799,5.642,5.308,M2 IV,,O,943.4,-4.383,3.6852,3720.0
19382,121.296739,37.840858,9.91,5.5,0.4,-6.92,24.26,1.52,1.1,1.577,0.019,1.73,11.265,10.046,9.753,,,,181.8,3.612,0.4872,3681.0
19383,138.752536,14.30996,10.74,3.03,1.0,-63.16,-13.49,1.75,0.87,0.679,0.007,0.767,11.322,10.797,10.674,G4 V,M,,330.0,3.147,0.6732,5674.0
19384,32.43206,-4.281787,10.81,6.06,1.31,12.91,-19.67,1.32,0.53,1.561,0.015,1.712,12.131,10.969,10.637,M3 V,,,165.0,4.722,0.0432,3704.0
19385,270.285016,5.578,8.07,10.8,0.2,78.97,61.73,1.23,0.88,0.82,0.028,0.939,8.746,8.149,7.971,G8 V,,G,92.6,3.237,0.6372,5221.0
19386,61.000144,52.627968,11.02,3.35,1.42,-42.67,-52.69,0.99,1.39,1.558,0.025,1.747,12.35,11.14,10.862,,M,,298.5,3.645,0.474,3708.0
19387,178.339703,-86.290541,9.24,3.49,0.41,-4.71,-3.88,0.31,1.33,1.58,0.028,1.725,10.55,9.38,9.096,M6 V,,,286.5,1.954,1.1504,3677.0
19388,213.760792,54.28546,10.11,12.09,0.68,64.65,59.95,1.25,1.05,1.435,0.013,1.575,11.328,10.246,9.957,,,G,82.7,5.522,-0.2768,3894.0
19389,274.885246,48.940118,8.65,10.65,1.38,12.03,-6.56,1.75,1.49,0.375,0.007,0.36,8.928,8.702,8.604,F7 V,,,93.9,3.787,0.4172,7016.0
19390,322.523403,-28.045737,10.34,4.52,0.2,130.4,-37.62,0.75,0.92,1.314,0.024,1.463,11.47,10.471,10.222,,,,221.2,3.616,0.4856,4097.0
19391,109.890687,6.26709,9.08,16.37,1.51,164.51,-28.31,0.79,0.3,0.592,0.007,0.698,9.561,9.119,9.009,F2 V,,,61.1,5.15,-0.128,5999.0
19392,113.178281,-67.282632,5.79,0.2,1.01,-26.26,-53.75,0.87,0.77,1.623,0.008,1.718,7.162,5.933,5.617,M2 V,,O,5000.0,,,3617.0
19393,67.259608,26.353247,9.2,4.33,1.09,-6.49,35.16,0.84,1.81,1.181,0.02,1.338,10.2,9.309,9.097,,,,230.9,2.382,0.9792,4346.0
19394,313.522968,66.987362,11.39,4.49,0.62,-24.51,32.61,0.87,0.38,1.526,0.03,1.634,12.665,11.546,11.248,M7 V,,,222.7,4.651,0.0716,3755.0
19395,76.475201,7.305169,9.03,5.87,0.64,-68.54,-84.63,0.69,0.51,1.534,0.02,1.605,10.301,9.162,8.879,M5 II,,,170.4,2.873,0.7828,3743.0
19396,256.779107,1.886781,7.46,27.87,0.83,27.09,-3.92,1.62,1.2,0.713,0.007,0.766,8.055,7.516,7.39,K8 III,,,35.9,4.686,0.0576,5558.0
19397,53.921729,-7.061456,6.88,4.1,1.1,167.81,56.76,1.07,0.62,1.545,0.021,1.643,8.156,7.017,6.73,M6 V,,,243.9,-0.056,1.9544,3727.0
19398,141.984506,11.236785,9.06,12.62,1.29,14.66,-37.02,0.93,0.65,1.558,0.014,1.681,10.384,9.21,8.902,M9 V,,,79.2,4.565,0.106,3708.0
19399,152.499347,46.947402,7.81,12.15,2.17,12.44,59.31,1.0,1.8,0.328,0.024,0.372,8.075,7.829,7.792,,,,82.3,3.233,0.6388,7288.0
19400,279.504476,50.609368,3.5,6.9,1.3,-41.76,-9.37,1.35,1.36,1.621,0.018,1.733,4.912,3.659,3.345,M3 V,,,144.9,-2.306,2.8544,3620.0
19401,133.506384,23.574392,9.29,14.47,1.04,61.76,27.79,1.2,0.79,1.298,0.032,1.448,10.392,9.393,9.17,,,,69.1,5.092,-0.1048,4125.0
19402,226.373224,-18.643792,7.7,11.45,0.26,128.65,-73.43,2.2,0.38,0.269,0.018,0.278,7.972,7.726,7.657,F9 V,,,87.3,2.994,0.7344,7665.0
19403,170.453232,-48.275676,9.87,5.1,0.93,11.37,95.7,2.22,0.56,1.361,0.009,1.438,11.022,9.986,9.74,,,,196.1,3.408,0.5688,4015.0
19404,333.398411,-36.981345,6.6,6.28,2.25,-36.95,110.4,0.96,2.53,-0.107,0.026,-0.197,6.535,6.591,6.588,B5 IV,,C,159.2,0.59,1.696,11692.0
19405,22.30957,-46.43894,10.1,4.79,0.81,2.14,82.63,1.86,0.73,0.699,0.017,0.771,10.722,10.164,10.021,,,,208.8,3.502,0.5312,5605.0
19406,319.675524,-35.827433,10.47,13.28,1.38,4.82,-71.74,2.34,1.29,0.961,0.009,0.988,11.265,10.546,10.385,,,,75.3,6.086,-0.5024,4838.0
19407,246.243466,4.759659,5.75,6.9,1.06,-43.56,30.46,2.29,2.18,0.227,0.016,0.298,5.949,5.769,5.742,,C,C,144.9,-0.056,1.9544,7960.0
19408,285.823481,-9.498762,8.9,13.53,1.06,-8.27,-33.58,0.83,1.26,0.825,0.001,0.989,9.631,8.984,8.836,,,,73.9,4.556,0.1096,5206.0
19409,276.345416,-32.372205,10.86,4.05,0.72,-13.65,9.36,0.3,0.92,1.34,0.029,1.523,12.029,10.989,10.719,M7 V,,,246.9,3.897,0.3732,4051.0
19410,209.600693,55.169694,10.75,14.79,0.93,13.6,-41.64,0.99,3.03,1.383,0.01,1.564,11.914,10.886,10.606,,,X,67.6,6.6,-0.708,3978.0
19411,175.334077,-47.530444,8.58,17.93,0.43,-56.57,40.02,0.56,0.6,1.484,0.003,1.671,9.846,8.722,8.429,,,,55.8,4.848,-0.0072,3818.0
19412,189.809444,-11.205976,12.5,9.22,1.21,48.18,51.57,1.2,1.73,1.363,0.022,1.441,13.674,12.628,12.35,M8 V,,,108.5,7.324,-0.9976,4012.0
19413,109.760574,-33.742075,8.74,33.11,1.71,38.27,-60.09,0.83,0.3,1.472,0.016,1.681,9.949,8.867,8.572,,,,30.2,6.34,-0.604,3836.0
19414,146.924554,-17.846679,10.25,20.97,1.11,-81.14,32.54,0.3,1.18,1.472,0.02,1.618,11.496,10.383,10.105,M9 IV,,,47.7,6.858,-0.8112,3836.0
19415,151.877699,-3.662986,6.49,1.59,0.99,-30.73,-39.69,1.11,0.47,1.275,0.024,1.357,7.545,6.595,6.38,M1 V,,,628.9,-2.503,2.9332,4167.0
19416,131.19941,63.901363,6.85,10.21,1.24,56.54,21.27,0.54,0.3,0.398,0.017,0.398,7.202,6.869,6.796,F9 V,,G,97.9,1.895,1.174,6891.0
19417,296.635067,-20.723833,8.15,20.78,1.23,-57.41,-57.0,0.99,1.33,0.095,0.002,0.126,8.236,8.181,8.133,A9 V,M,,48.1,4.738,0.0368,9076.0
19418,267.033348,-6.281023,8.81,4.78,0.48,61.82,53.55,1.26,1.94,-0.039,0.027,0.011,8.807,8.799,8.833,B7 II,,,209.2,2.207,1.0492,10639.0
19419,26.619706,-21.026221,8.93,27.44,1.28,50.93,-16.76,0.3,0.83,1.514,0.021,1.625,10.23,9.086,8.773,M8 V,,,36.4,6.122,-0.5168,3773.0
19420,275.525648,75.030183,7.46,13.09,0.98,-66.48,-57.55,1.74,1.59,1.536,0.013,1.63,8.741,7.596,7.294,M7 V,,O,76.4,3.045,0.714,3740.0
19421,173.650426,-2.887998,10.68,0.73,1.81,-77.38,14.39,2.3,1.74,1.469,0.027,1.629,11.922,10.793,10.532,,,,1369.9,-0.003,1.9332,3841.0
19422,322.106206,28.604116,6.45,4.64,0.45,-22.47,-6.26,1.12,0.3,1.331,0.03,1.482,7.58,6.57,6.307,M4 V,S,G,215.5,-0.217,2.0188,4067.0
19423,317.385433,-3.174252,11.29,3.13,1.78,-38.27,26.99,2.42,1.55,0.183,0.027,0.219,11.408,11.299,11.294,A9 V,,,319.5,3.768,0.4248,8297.0
19424,76.820211,42.960491,3.53,7.03,0.98,6.78,32.53,1.47,1.08,1.275,0.013,1.441,4.608,3.644,3.407,M8 V,S,,142.2,-2.235,2.826,4167.0
19425,23.347639,6.116419,10.14,5.06,1.94,-41.12,15.87,0.59,1.41,1.71,0.019,1.82,11.604,10.296,9.962,,,,197.6,3.661,0.4676,3503.0
19426,8.990168,5.224028,7.61,3.66,1.67,-61.66,54.24,1.04,0.3,1.564,0.019,1.756,8.949,7.752,7.461,,,,273.2,0.427,1.7612,3700.0
19427,285.043502,-9.399199,9.84,6.34,0.76,26.02,89.31,1.78,0.55,0.621,0.002,0.708,10.366,9.906,9.777,,,,157.7,3.85,0.392,5887.0
19428,301.375465,48.600038,4.82,23.73,0.85,27.18,-52.17,1.5,1.2,1.642,0.021,1.843,6.211,4.967,4.648,M0 V,,,42.1,1.696,1.2536,3592.0
19429,97.577991,52.948648,9.81,20.66,0.95,24.75,-9.39,1.46,1.09,1.502,0.032,1.576,11.059,9.952,9.646,M7 V,,,48.4,6.386,-0.6224,3791.0
19430,348.875521,68.738921,7.29,3.67,0.2,3.27,16.83,1.0,0.64,1.55,0.019,1.681,8.589,7.443,7.141,M1 V,,,272.5,0.113,1.8868,3720.0
19431,157.23322,44.147543,4.82,3.66,0.88,-56.94,25.44,1.42,2.32,0.982,0.028,0.971,5.649,4.906,4.715,K5 IV,,,273.2,-2.363,2.8772,4786.0
19432,306.827084,59.309469,11.2,4.69,0.88,-51.26,33.8,1.8,1.19,1.369,0.002,1.463,12.352,11.33,11.059,M4 V,,,213.2,4.556,0.1096,4002.0
19433,230.90277,-14.690722,8.31,3.19,0.75,1.54,46.11,0.82,2.03,1.551,0.005,1.709,9.638,8.46,8.136,M8 V,,,313.5,0.829,1.6004,3718.0
19434,164.625486,-17.541062,10.77,2.62,1.39,4.81,-61.43,1.83,1.59,1.666,0.015,1.833,12.168,10.913,10.594,M8 V,,O,381.7,2.862,0.7872,3560.0
19435,331.284466,-22.843126,8.46,0.1,1.32,17.7,-45.34,1.24,2.31,0.999,0.006,1.178,9.267,8.566,8.356,,,,10000.0,,,4745.0
19436,113.504595,-10.893247,3.48,6.89,0.77,-48.0,-72.29,0.3,1.39,0.027,0.008,-0.028,3.529,3.492,3.489,,,,145.1,-2.329,2.8636,9800.0
19437,223.339009,-79.937466,8.99,6.34,1.29,-31.56,11.12,0.73,0.54,1.625,0.012,1.796,10.363,9.149,8.823,M5 V,,,157.7,3.0,0.732,3615.0
19438,279.490714,-65.847945,7.37,2.86,0.21,-52.37,37.98,1.02,1.38,0.248,0.016,0.24,7.584,7.407,7.349,A5 V,,X,349.7,-0.348,2.0712,7809.0
19439,80.514953,46.498223,8.67,22.44,0.7,-17.02,69.63,1.01,1.67,1.389,0.022,1.485,9.838,8.791,8.519,,,,44.6,5.425,-0.238,3968.0
19440,99.864449,-73.670644,7.37,0.46,0.82,79.04,6.91,2.22,0.71,0.543,0.008,0.627,7.819,7.415,7.319,F9 V,,,2173.9,,,6200.0
19441,271.570614,59.693381,10.21,19.67,0.89,14.75,-30.63,0.78,0.39,1.516,0.004,1.673,11.486,10.354,10.065,M1 V,D,,50.8,6.679,-0.7396,3770.0
19442,146.403231,-25.069355,6.19,26.65,1.05,-42.43,-5.48,1.84,1.6,1.034,0.002,1.108,7.08,6.285,6.073,,,,37.5,3.318,0.6048,4663.0
19443,347.806601,-13.643788,8.18,12.08,0.73,-114.68,-0.21,1.99,1.22,0.636,0.016,0.774,8.725,8.237,8.117,,R,,82.8,3.59,0.496,5830.0
19444,299.993762,5.46096,9.83,55.22,0.74,-51.06,-46.13,1.3,0.67,-0.2,0.011,-0.274,9.677,9.811,9.833,B4 V,D,,18.1,8.54,-1.484,13585.0
19445,204.770949,-59.185386,10.03,11.4,0.42,0.87,46.81,2.44,1.05,1.371,0.02,1.483,11.191,10.149,9.882,M8 IV,,X,87.7,5.315,-0.194,3998.0
19446,295.811908,-51.731442,10.0,5.75,1.22,1.18,-113.82,1.51,1.45,0.551,0.004,0.646,10.463,10.041,9.953,F6 V,,,173.9,3.798,0.4128,6166.0
19447,272.012355,-3.130259,9.69,1.18,0.9,-44.39,-5.47,0.3,1.59,0.896,0.021,0.94,10.439,9.764,9.596,K3 V,,C,847.5,0.049,1.9124,5007.0
19448,133.207386,-2.040876,7.71,22.04,0.54,47.91,-26.43,1.27,0.3,1.411,0.015,1.507,8.884,7.837,7.561,M1 V,,,45.4,4.426,0.1616,3932.0
19449,125.273395,44.047241,7.72,5.53,1.87,-97.54,28.63,1.66,2.78,0.525,0.025,0.545,8.162,7.779,7.652,,,,180.8,1.434,1.3584,6278.0
19450,212.655452,26.118081,8.81,16.08,1.05,58.13,-1.88,0.84,0.5,1.285,0.023,1.398,9.883,8.927,8.673,,,,62.2,4.841,-0.0044,4148.0
19451,261.935867,-41.136249,9.25,31.19,0.2,4.52,0.37,2.01,1.49,0.706,0.015,0.773,9.858,9.309,9.188,G9 V,,,32.1,6.72,-0.756,5581.0
19452,63.0579,-55.444383,7.43,0.1,0.34,37.33,19.57,1.9,0.3,0.922,0.012,0.943,8.227,7.53,7.337,,,O,10000.0,,,4938.0
19453,238.118107,-28.497935,8.78,0.1,1.88,-12.58,-45.42,0.94,0.47,0.513,0.003,0.558,9.232,8.832,8.733,G1 V,,,10000.0,,,6331.0
19454,87.040716,38.613884,8.9,14.56,1.19,101.27,-58.03,0.3,1.43,1.586,0.026,1.697,10.262,9.058,8.731,,,C,68.7,4.716,0.0456,3669.0
19455,351.321984,-81.899663,9.81,0.1,1.25,-12.25,-73.93,2.11,0.35,0.48,0.025,0.612,10.197,9.843,9.758,F1 V,,G,10000.0,,,6481.0
19456,90.122784,11.352501,7.94,3.89,0.2,-0.02,-8.12,0.34,1.28,0.831,0.007,0.905,8.641,8.019,7.862,G2 V,,,257.1,0.89,1.576,5189.0
19457,190.793289,26.856964,8.06,1.38,0.25,273.1914244265079,-209.55135893299982,0.56,0.3,1.005,0.016,1.054,8.925,8.157,7.946,K0 V,,,724.6,-1.241,2.4284,4731.0
19458,144.134156,-62.594277,10.33,3.2,1.11,-10.57,-79.23,1.6,1.83,1.336,0.024,1.409,11.459,10.454,10.189,,,,312.5,2.856,0.7896,4058.0
19459,92.496779,-39.014188,6.24,3.16,0.92,-3.98,-56.42,0.68,2.08,1.37,0.012,1.58,7.387,6.369,6.108,,,,316.5,-1.262,2.4368,4000.0
19460,267.341664,55.514899,9.09,9.33,1.03,2.99,77.08,1.62,1.39,1.807,0.019,1.959,10.64,9.255,8.891,,,,107.2,3.939,0.3564,3383.0
19461,147.103118,-50.192883,8.92,4.69,1.41,-72.86,-64.71,1.66,1.0,1.553,0.026,1.664,10.236,9.049,8.76,M8 V,,,213.2,2.276,1.0216,3715.0
19462,108.708451,42.890357,7.64,7.48,1.16,-1.53,-4.82,0.35,1.46,0.62,0.01,0.804,8.153,7.695,7.56,F6 V,,,133.7,2.01,1.128,5890.0
19463,256.668303,-1.783041,7.06,5.0,1.01,-34.88,40.41,1.57,0.46,1.516,0.001,1.677,8.349,7.177,6.899,M7 V,,,200.0,0.555,1.71,3770.0
19464,275.421761,63.776221,9.47,23.3,0.61,46.9,-9.84,0.75,1.81,0.239,0.034,0.359,9.7,9.476,9.462,A1 Ia,,,42.9,6.307,-0.5908,7873.0
19465,85.005954,-51.630152,10.36,6.97,0.68,-15.57,-49.18,1.02,1.79,1.458,0.02,1.606,11.609,10.483,10.222,,,G,143.5,4.576,0.1016,3858.0
19466,314.258662,1.118096,8.53,3.44,0.52,-0.3,47.45,1.14,1.01,0.784,0.007,0.832,9.175,8.605,8.44,G7 V,,,290.7,1.213,1.4468,5329.0
19467,138.324427,16.872952,11.24,28.14,1.39,13.25,37.53,1.38,0.88,1.588,0.006,1.783,12.603,11.392,11.078,,,,35.5,8.487,-1.4628,3666.0
19468,79.401503,62.822712,10.23,4.95,0.46,-135.03,32.99,0.67,1.68,1.854,0.021,2.061,11.819,10.383,10.041,M7 V,,C,202.0,3.703,0.4508,3329.0
